Số TT,Mã MH,Tên MH (VN),Tên MH (EN),Còn mở lớp,Đơn vị quản lý,Loại MH,Mã cũ,Mã tương đương,Mã tiên quyết,Mã môn học trước,Số TCLT,Số TCTH
787,NT203,Đồ án chuyên ngành,Specialized Project,Đang mở,MMT&TT,ĐA,,NT114,,,0,2
788,NT204,"Hệ thống tìm kiếm, phát hiện và ngăn ngừa xâm nhập",Intrusion Detection and Prevention Systems,Đang mở,MMT&TT,CN,NT321,,,,2,1
789,NT205,Tấn công mạng,Network Offences,Đang mở,MMT&TT,CNTC,,,,NT101,2,1
790,NT206,Quản trị hệ thống mạng,Computer network administration,Đang mở,MMT&TT,CN,"NT301,NT006",NT531,,IT005,2,1
791,NT207,Quản lý rủi ro và an toàn thông tin trong doanh nghiệp,Risk Management and Information Security in Enterprise,Đang mở,MMT&TT,CN,,,,NT101,2,1
792,NT208,Lập trình ứng dụng web,Web-Based Application Development,Đang mở,MMT&TT,CNTC,,NT507NT307NT533,,IT002IT004,2,1
793,NT209,Lập trình hệ thống,Computer System Programming,Đang mở,MMT&TT,CSN,,,,IT006IT001,2,1
794,NT210,Thương mại điện tử và triển khai ứng dụng,E-Commerce and Applications,Đang mở,MMT&TT,CĐTN,NT502,,,IT005NT106,2,1
795,NT211,"An ninh nhân sự, định danh và chứng thực","Personnel Security, Identification, and Authentication",Đang mở,MMT&TT,CNTC,,,,,2,1
796,NT212,"An toàn dữ liệu, khôi phục thông tin sau sự cố",Data Integrity and Disaster Recovery,Đang mở,MMT&TT,CNTC,,,,IT003IT006IT007,2,1
797,NT213,Bảo mật web và ứng dụng,Web and Application Security,Đang mở,MMT&TT,CN,,,,NT208,2,1
798,NT215,Thực tập doanh nghiệp,Internship,Đang mở,MMT&TT,TTTN,,,,,2,0
799,NT216,Bảo mật hệ thống dữ liệu,Data System Security,Đang mở,MMT&TT,CNTC,,,,,2,1
800,NT219,Mật mã học,Cryptography,Đang mở,MMT&TT,CN,,NT119,,,2,1
801,NT230,Cơ chế hoạt động của mã độc,Malware: Modes of Operation,Đang mở,MMT&TT,CSN,,NT130,,NT209,2,1
802,NT301,Quản trị hệ thống mạng,Computer network administration,Đang mở,MMT&TT,CN,,NT206NT531,,,2,1
803,NT302,Xây dựng chuẩn chính sách an toàn thông tin trong doanh nghiệp,Enterprise information security policy,Đang mở,MMT&TT,CN,,NT331,,,2,1
804,NT303,Công nghệ thoại IP,VoIP Phone Technology,Đang mở,MMT&TT,CN,,NT536,,NT105,2,1
805,NT304,Ứng dụng truyền thông và an ninh thông tin,Applications of communications and information security,Đang mở,MMT&TT,CN,,,,,2,1
806,NT305,Phát triển ứng dụng trên  thiết bị di động,Mobile Application Development,Đang mở,MMT&TT,CN,,NT118,,,2,1
807,NT306,Kỹ thuật lập trình mạng trên Linux,Network programming techniques on Linux,Đang mở,MMT&TT,CN,,,,,3,0
808,NT307,Xây dựng ứng dụng web,Web application development,Đang mở,MMT&TT,CN,,NT208NT533,,,2,1
809,NT309,Lập trình trên Linux,Programming on Linux,Đang mở,MMT&TT,CN,,,,,2,1
810,NT310,Pháp chứng mạng di động,Digital Forensics,Đang mở,MMT&TT,CNTC,,,,NT101,2,1
811,NT311,Công nghệ tường lửa và bảo vệ mạng ngoại vi,Firewall Technology and Perimeter Protection,Đang mở,MMT&TT,CNTC,,,,NT101,2,1
812,NT312,Bảo mật với smartcard và NFC,Smart Card and NFC Security,Đang mở,MMT&TT,CNTC,,,,NT101,2,1
813,NT320,Công nghệ vệ tinh,Satelite technology,Đang mở,MMT&TT,CN,,,,,3,0
814,NT321,"Hệ thống tìm kiếm, phát hiện và ngăn ngừa xâm nhập",Intrusion Detection and Prevention System,Đang mở,MMT&TT,CN,,NT204,,,2,1
815,NT330,An toàn mạng không dây và di động,Wireless Network and Mobile Security,Đang mở,MMT&TT,CN,,NT108,,NT101,2,1
816,NT331,Xây dựng chuẩn chính sách an toàn thông tin trong doanh nghiệp,Building Enterprise Information Security Policies,Đang mở,MMT&TT,CN,NT302,,,IT005NT101,2,1
817,NT332,Xử lý tín hiệu trong truyền thông,Signal Processing in Communications,Đang mở,MMT&TT,CĐTN,NT107,,,IT005,3,1
818,NT333,Tính toán lưới,Grid Computing,Đang mở,MMT&TT,CNTC,NT403,,,IT005NT106,2,1
819,NT334,Pháp chứng kỹ thuật số,Digital Forensics,Đang mở,MMT&TT,CN,,,,,2,1
820,NT395,Phát triển ứng dụng trên thiết bị di động,Mobile application development,Đang mở,MMT&TT,CN,,,,,2,1
821,NT401,An toàn mạng nâng cao,Advanced network security,Đang mở,MMT&TT,CN,,,,,2,1
822,NT402,Công nghệ mạng viễn thông,Telecommunications Technology,Đang mở,MMT&TT,CN,NT112,NT404,,NT105,2,1
823,NT403,Tính toán lưới,Net Computing,Đang mở,MMT&TT,CN,,NT333,,,2,1
824,NT404,Khóa luận tốt nghiệp,Thesis,Đang mở,MMT&TT,KLTN,,,,,10,0
825,NT405,Bảo mật Internet,Internet Security,Đang mở,MMT&TT,CĐTN,NT503,,,NT101IT005,2,1
826,NT406,Đồ án tốt nghiệp,Graduation Project,Đang mở,MMT&TT,CĐTN,NT504,,,,4,0
827,NT407,Pháp chứng kỹ thuật số,Digital Forensics,Đang mở,MMT&TT,CN,,NT334,,,2,1
828,NT408,Bảo mật trên Internet,Cyber security,Đang mở,MMT&TT,CN,,,,,3,1
829,NT501,Thực tập doanh nghiệp,Internship,Đang mở,MMT&TT,TTTN,,NT115,,,3,0
830,NT502,Thương mại Điện tử và Triển khai ứng dụng,E-commerce and applications,Đang mở,MMT&TT,CĐTN,,NT210,,IT005NT101NT109,2,1
831,NT503,Bảo mật Internet,Cyber security,Đang mở,MMT&TT,CĐTN,,NT405,,IT005NT101,2,1
832,NT504,Tiểu luận tốt nghiệp,Graduation Project,Đang mở,MMT&TT,CĐTN,NT406,NT406,,NT114NT117,4,0
833,NT505,Khóa luận tốt nghiệp,Thesis,Đang mở,MMT&TT,KLTN,,,,,10,0
834,NT506,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,Đang mở,MMT,TN,,,,,10,0
835,NT507,Xây dựng ứng dụng web,Web application development,Đang mở,MMT&TT,CĐTN,,NT208,,,2,1
836,NT508,Đồ án tốt nghiệp,Capstone Project,Đang mở,MMT,TN,,,,,6,0
837,NT509,Hệ thống đa tác tử di động thông minh,Intelligent mobile multi-agent systems,Đang mở,MMT&TT,CĐTN,,,,,2,1
838,NT521,Lập trình an toàn và khai thác lỗ hổng phần mềm,Secure Programming and Exploiting Vulnerabilities,Đang mở,MMT&TT,CNTC,,,,IT002NT209,3,1
839,NT522,Phương pháp học máy trong an toàn thông tin,Machine Learning for Information Security,Đang mở,MMT&TT,CNTC,,,,,2,1
840,NT523,An toàn thông tin trong kỷ nguyên máy tính lượng tử,Cybersecurity in the Quantum Era,Đang mở,MMT&TT,CNTC,,,,MA003,2,1
841,NT524,Kiến trúc và bảo mật điện toán đám mây,Cloud Architecture and Security,Đang mở,MMT&TT,CN,,,,IT005,3,1
842,NT531,Đánh giá hiệu năng hệ thống mạng máy tính,Modeling and Performance Evaluation of Network and Computer Systems,Đang mở,MMT&TT,CN,,,,NT132,2,1
843,NT532,Công nghệ Internet of things hiện đại,Advanced Internet of Things Technologies,Đang mở,MMT&TT,CNTC,,,,,2,1
844,NT533,Hệ tính toán phân bố,Distributed Computing Systems,Đang mở,MMT&TT,CN,,,,IT005,2,1
845,NT534,An toàn mạng máy tính nâng cao,Advanced Network Security,Đang mở,MMT&TT,CSN,,,,NT101,2,1
846,NT535,Bảo mật Internet of things,Security and Privacy in Internet of Things,Đang mở,MMT&TT,CNTC,,,,NT101,2,1
847,NT536,Công nghệ truyền thông đa phương tiện,Multimedia Communication Technologies,Đang mở,MMT&TT,CN,,,,,2,1
848,NT537,Truyền thông xã hội và kinh doanh,Social Media and Business Practices,Đang mở,MMT&TT,CN,,,,,3,0
849,NT538,Giải thuật xử lý song song và phân bố,Algorithms in Parallel and Distributed Computing,Đang mở,MMT&TT,CN,,,,IT005,2,1
850,NT539,AI ứng dụng trong mạng và truyền thông,Artificial Intelligence for Networking and Communications,Đang mở,MMT&TT,TN,,,,IT005,3,1
851,NT540,Mạng không dây thế hệ mới,Next-Generation Wireless Networks,Đang mở,MMT&TT,CN,,,,NT105,2,1
852,NT541,Công nghệ mạng khả lập trình,Reprogramming Network Technologies,Đang mở,MMT&TT,CN,,,,,3,1
853,NT542,Lập trình kịch bản tự động hóa cho quản trị và bảo mật mạng,Scripting for Automation in Administration and Security,Đang mở,MMT&TT,CN,,,,NT132,2,1
854,NT543,Tín hiệu và hệ thống thông tin,Signals and Communication Systems,Đang mở,MMT&TT,CN,,,,NT105,2,1
855,NT544,Ăng ten và truyền thông vô tuyến,Antenna and Telecommunications,Đang mở,MMT&TT,CN,,,,NT105,3,1
856,NT545,Thiết kế hệ thống viễn thông,Fundamental Techniques in Telecommunication System Design,Đang mở,MMT&TT,CN,,,,NT402,2,1
857,NT546,Thiết kế và triển khai mạng tốc độ cao,Design and Implementation of High-Speed Networks,Đang mở,MMT&TT,CN,,,,NT113,2,1
858,NT547,"Blockchain: Nền tảng, ứng dụng và bảo mật","Blockchain: Fundamentals, Applications and Security",Đang mở,MMT&TT,CN,,,,,2,1
859,NT548,Công nghệ DevOps và ứng dụng,DevOps Technology and Its Applications,Đang mở,MMT&TT,CĐTN,,,,IT005,3,1
860,NT549,Học máy tăng cường cho các hệ thống mạng,Reinforcement Learning for Networked Systems,Đang mở,MMT&TT,CN,,,,IT005IT002,3,1
861,OOPT1,Lập trình hướng đối tượng,Object-Oriented Programming,Đang mở,CNPM,ĐC,,IT002,,,3,1
862,OOPT2,Lập trình hướng đối tượng,Object-oriented programming,Đang mở,CNPM,CSNN,,,,,4,1
863,OSYS1,Hệ điều hành,Operating Systems,Đang mở,MMT&TT,ĐC,,IT007,,,3,0
864,OSYS2,Hệ điều hành,Operating systems,Đang mở,MMT&TT,ĐC,,IT007,,,3,0
865,PE001,Giáo dục thể chất 1,Physical education 1,Đang mở,PĐTĐH,TC,PEDU1,PE012,,,0,0
866,PE002,Giáo dục thể chất 2,Physical education 2,Đang mở,PĐTĐH,TC,PEDU2,PE012,,,0,0
867,PE003,Giáo dục thể chất 3,Physical education 3,Đang mở,TTNN,TC,,,,,0,0
868,PE012,Giáo dục thể chất,Physical education,Đang mở,PĐTĐH,TC,,PE231PE232,,,0,0
869,PE231,Giáo dục thể chất 1,Physical Education 1,Đang mở,PĐTĐH,TC,,,,,0,0
870,PE232,Giáo dục thể chất 2,Physical Education 2,Đang mở,PĐTĐH,TC,,,,PE231,0,0
871,PEDU1,Giáo dục thể chất 1,Physical Education 1,Đang mở,GDTC,TC,,PE001,,,0,0
872,PEDU2,Giáo dục thể chất 2,Physical Education 2,Đang mở,PĐTĐH,TC,,PE002,,,0,0
873,PH001,Nhập môn điện tử,Introduction to Electrical Engineering,Đang mở,BMTL,ĐC,,,,,3,0
874,PH002,Nhập môn mạch số,Introduction to Digital Circuits,Đang mở,KTMT,ĐC,,CE102NT102,,,3,1
875,PH003,Vật lý kỹ thuật,Technical physics,Đang mở,BMTL,ĐC,,PHY02PH002,,,4,0
876,PHIL1,Những NLCB của chủ nghĩa Mác-Lênin,Fundamental Principles of Marxism-Leninism,Đang mở,BMAV,ĐC,,SS001,,,5,0
877,PHIL2,Triết học Mác-Lênin,Marxist-Leninist philosophy,Đang mở,P.ĐTĐH,ĐC,,,,,5,0
878,PHY01,Vật lý đại cương A1,General physics A1,Đang mở,BMTL,ĐC,,PH001,,,3,0
